dateSold,price,bedrooms,bathrooms,livingArea,lotSize,yearBuilt,zipcode,latitude,longitude,state
03/11/2014,305000.0,5.0,2,2660.0,4791.0,1961.0,98092,47.2909,-122.189,Washington
18/06/2014,461000.0,3.0,3,2770.0,4791.0,2006.0,98056,47.5228,-122.199,Washington
19/05/2014,215000.0,2.0,2,1610.0,4791.0,1979.0,98056,47.518,-122.194,Washington
04/09/2014,335000.0,2.0,1,1030.0,4791.0,2006.0,98136,47.5394,-122.387,Washington
22/05/2014,243500.0,4.0,2,1980.0,4791.0,1988.0,98023,47.2897,-122.372,Washington
11/03/2015,1100000.0,5.0,2,3520.0,4791.0,2001.0,98199,47.6506,-122.391,Washington
26/02/2015,153000.0,3.0,1,1200.0,4791.0,1962.0,98023,47.322,-122.351,Washington
25/07/2014,430000.0,3.0,1,1580.0,4791.0,1939.0,98117,47.687,-122.386,Washington
23/12/2014,700000.0,3.0,1,1580.0,4791.0,1939.0,98117,47.687,-122.386,Washington
08/09/2014,905000.0,4.0,2,3300.0,4791.0,1946.0,98040,47.5873,-122.249,Washington
30/03/2015,247500.0,3.0,1,1960.0,4791.0,1967.0,98032,47.3576,-122.277,Washington
12/09/2014,199000.0,4.0,1,1160.0,4791.0,1975.0,98023,47.3036,-122.378,Washington
11/07/2014,314000.0,3.0,1,1810.0,4791.0,1980.0,98038,47.4109,-121.958,Washington
16/05/2014,437500.0,3.0,2,2320.0,4791.0,1992.0,98045,47.4838,-121.714,Washington
11/06/2014,850830.0,3.0,2,2070.0,4791.0,1910.0,98102,47.6415,-122.315,Washington
27/10/2014,555000.0,3.0,2,1980.0,4791.0,1929.0,98117,47.6775,-122.372,Washington
12/12/2014,699950.0,3.0,2,2190.0,4791.0,1983.0,98077,47.7731,-122.08,Washington
07/10/2014,1090000.0,3.0,2,2920.0,4791.0,1950.0,98004,47.5814,-122.196,Washington
24/09/2014,290000.0,3.0,1,1210.0,4791.0,1954.0,98058,47.4375,-122.184,Washington
02/04/2015,375000.0,3.0,2,2340.0,4791.0,1978.0,98058,47.4431,-122.133,Washington
23/05/2014,460000.0,3.0,1,1670.0,4791.0,1939.0,98117,47.6878,-122.38,Washington
23/07/2014,188500.0,2.0,1,1240.0,4791.0,1985.0,98198,47.3813,-122.322,Washington
05/03/2015,680000.0,4.0,2,3140.0,4791.0,1991.0,98077,47.7304,-122.082,Washington
27/08/2014,470000.0,5.0,1,2030.0,4791.0,1942.0,98052,47.6417,-122.109,Washington
25/07/2014,597750.0,4.0,2,2310.0,4791.0,1984.0,98027,47.5386,-122.053,Washington
04/03/2015,570000.0,3.0,1,1260.0,4791.0,1905.0,98103,47.6823,-122.349,Washington
16/09/2014,272500.0,3.0,1,1540.0,4791.0,1980.0,98038,47.3624,-122.031,Washington
24/11/2014,329950.0,3.0,1,2080.0,4791.0,1971.0,98108,47.5474,-122.295,Washington
28/10/2014,480000.0,4.0,2,3230.0,4791.0,2001.0,98001,47.3183,-122.253,Washington
21/11/2014,740500.0,3.0,3,4380.0,4791.0,1900.0,98117,47.6981,-122.368,Washington
26/06/2014,518500.0,3.0,3,1590.0,4791.0,2010.0,98103,47.6824,-122.347,Washington
23/06/2014,205425.0,2.0,1,880.0,4791.0,1945.0,98178,47.5009,-122.248,Washington
08/01/2015,171800.0,4.0,2,1570.0,4791.0,1950.0,98168,47.4965,-122.303,Washington
11/05/2015,535000.0,4.0,1,1610.0,4791.0,1925.0,98144,47.587,-122.294,Washington
02/01/2015,660000.0,3.0,2,2400.0,4791.0,1964.0,98177,47.7728,-122.386,Washington
19/11/2014,391500.0,3.0,2,1450.0,4791.0,1987.0,98034,47.7288,-122.226,Washington
06/04/2015,395000.0,2.0,1,770.0,4791.0,1953.0,98117,47.6999,-122.364,Washington
04/11/2014,445000.0,4.0,1,2100.0,4791.0,1924.0,98118,47.5299,-122.266,Washington
18/06/2014,770000.0,3.0,2,2910.0,4791.0,1990.0,98052,47.6897,-122.098,Washington
02/03/2015,1450000.0,4.0,2,2750.0,4791.0,1914.0,98004,47.6141,-122.212,Washington
17/07/2014,445000.0,3.0,2,2100.0,4791.0,1967.0,98178,47.5091,-122.244,Washington
17/07/2014,260000.0,4.0,2,2160.0,4791.0,1978.0,98023,47.3129,-122.39,Washington
13/06/2014,822500.0,5.0,3,2320.0,4791.0,1926.0,98103,47.6763,-122.352,Washington
06/04/2015,430000.0,4.0,2,2070.0,4791.0,2004.0,98065,47.5319,-121.85,Washington
05/01/2015,212000.0,3.0,1,1060.0,4791.0,1986.0,98092,47.2761,-122.152,Washington
28/04/2015,660500.0,4.0,2,2010.0,4791.0,1986.0,98027,47.5343,-122.054,Washington
12/06/2014,784000.0,3.0,3,3950.0,4791.0,1989.0,98052,47.697,-122.072,Washington
12/05/2014,453246.0,3.0,2,2010.0,4791.0,2014.0,98029,47.5517,-121.998,Washington
26/01/2015,675000.0,4.0,3,2140.0,4791.0,2005.0,98107,47.6734,-122.38,Washington
13/08/2014,199000.0,3.0,1,1320.0,4791.0,1956.0,98003,47.3257,-122.296,Washington
05/08/2014,220000.0,4.0,1,2020.0,4791.0,1968.0,98003,47.3309,-122.299,Washington
29/05/2014,452000.0,4.0,2,2590.0,4791.0,1968.0,98028,47.7689,-122.266,Washington
07/07/2014,382500.0,2.0,1,1190.0,4791.0,1981.0,98125,47.7135,-122.287,Washington
07/05/2014,519950.0,3.0,2,1170.0,4791.0,2014.0,98107,47.6722,-122.381,Washington
27/06/2014,665000.0,2.0,1,1110.0,4791.0,1925.0,98119,47.6338,-122.358,Washington
08/07/2014,527700.0,5.0,2,2820.0,4791.0,1968.0,98006,47.5707,-122.128,Washington
08/05/2015,205000.0,3.0,1,1610.0,4791.0,1962.0,98058,47.4563,-122.171,Washington
15/04/2015,420000.0,3.0,1,1060.0,4791.0,1923.0,98133,47.7144,-122.351,Washington
27/02/2015,500000.0,4.0,2,2030.0,4791.0,1961.0,98006,47.5495,-122.174,Washington
03/12/2014,921500.0,4.0,2,3670.0,4791.0,1994.0,98077,47.7421,-122.026,Washington
25/06/2014,890000.0,4.0,1,2550.0,4791.0,1905.0,98109,47.6354,-122.353,Washington
06/08/2014,430000.0,2.0,2,2420.0,4791.0,2007.0,98027,47.5262,-121.943,Washington
30/10/2014,258000.0,5.0,2,2260.0,4791.0,1960.0,98032,47.3887,-122.286,Washington
04/11/2014,511000.0,3.0,1,1430.0,4791.0,1947.0,98103,47.6873,-122.336,Washington
20/08/2014,532170.0,3.0,2,1360.0,4791.0,1990.0,98103,47.6838,-122.353,Washington
09/04/2015,560000.0,3.0,1,1110.0,4791.0,1947.0,98107,47.655,-122.359,Washington
31/03/2015,282950.0,3.0,1,1250.0,4791.0,1954.0,98003,47.3255,-122.304,Washington
16/05/2014,350000.0,1.0,1,700.0,4791.0,1942.0,98115,47.679,-122.3,Washington
28/07/2014,215000.0,3.0,1,1180.0,4791.0,1967.0,98058,47.4479,-122.176,Washington
20/11/2014,650000.0,5.0,3,3960.0,4791.0,1996.0,98056,47.525,-122.172,Washington
07/08/2014,320000.0,4.0,2,2640.0,4791.0,1967.0,98023,47.3135,-122.369,Washington
13/11/2014,247000.0,3.0,2,1270.0,4791.0,1916.0,98022,47.2086,-121.996,Washington
03/10/2014,320000.0,4.0,1,1760.0,4791.0,1968.0,98059,47.4715,-122.118,Washington
07/05/2014,255000.0,5.0,2,2060.0,4791.0,1962.0,98146,47.4877,-122.335,Washington
09/03/2015,438000.0,3.0,1,1780.0,4791.0,1962.0,98034,47.7171,-122.193,Washington
04/03/2015,900000.0,3.0,2,3400.0,4791.0,2000.0,98075,47.6012,-122.023,Washington
20/06/2014,441000.0,3.0,2,1910.0,4791.0,1979.0,98034,47.7319,-122.224,Washington
12/08/2014,420000.0,3.0,2,2020.0,4791.0,1975.0,98027,47.4582,-122.023,Washington
08/12/2014,370000.0,3.0,1,1580.0,4791.0,1976.0,98034,47.7209,-122.168,Washington
19/02/2015,269950.0,2.0,1,1340.0,4791.0,1949.0,98198,47.408,-122.327,Washington
24/03/2015,807100.0,4.0,2,2680.0,4791.0,1999.0,98006,47.565,-122.125,Washington
05/06/2014,653000.0,3.0,2,2680.0,4791.0,1979.0,98034,47.7028,-122.231,Washington
11/06/2014,371500.0,3.0,2,1370.0,4791.0,1964.0,98133,47.7458,-122.331,Washington
16/03/2015,284000.0,3.0,1,1560.0,4791.0,1954.0,98166,47.4776,-122.337,Washington
02/01/2015,272000.0,3.0,1,2160.0,4791.0,1978.0,98023,47.3026,-122.374,Washington
02/05/2014,313000.0,3.0,1,1340.0,4791.0,1955.0,98133,47.7658,-122.339,Washington
16/01/2015,917500.0,4.0,2,3880.0,4791.0,1984.0,98033,47.6477,-122.182,Washington
29/09/2014,673000.0,4.0,2,2590.0,4791.0,1980.0,98006,47.5619,-122.125,Washington
10/02/2015,425000.0,3.0,2,1120.0,4791.0,2008.0,98122,47.6106,-122.31,Washington
09/07/2014,399950.0,5.0,2,1970.0,4791.0,1986.0,98144,47.5868,-122.308,Washington
30/05/2014,385000.0,3.0,1,1220.0,4791.0,1901.0,98122,47.6101,-122.307,Washington
17/11/2014,269950.0,3.0,1,1950.0,4791.0,1975.0,98022,47.1976,-121.999,Washington
07/01/2015,330000.0,2.0,1,1350.0,4791.0,1949.0,98177,47.7224,-122.358,Washington
25/07/2014,260000.0,3.0,2,1670.0,4791.0,1988.0,98030,47.3505,-122.179,Washington
14/04/2015,470000.0,4.0,3,2380.0,4791.0,1925.0,98126,47.5384,-122.376,Washington
13/06/2014,589000.0,4.0,3,2440.0,4791.0,1961.0,98034,47.7044,-122.2,Washington
23/07/2014,163500.0,2.0,1,1050.0,4791.0,1996.0,98038,47.3848,-122.039,Washington
05/09/2014,835000.0,4.0,2,3130.0,4791.0,1993.0,98052,47.6993,-122.102,Washington
21/11/2014,1100000.0,5.0,3,4090.0,4791.0,1986.0,98033,47.6627,-122.188,Washington
15/04/2015,269000.0,4.0,1,1490.0,4791.0,1969.0,98023,47.3099,-122.379,Washington
05/05/2014,560000.0,3.0,2,1900.0,4791.0,1987.0,98074,47.62,-122.043,Washington
18/04/2015,615000.0,4.0,1,1330.0,4791.0,1901.0,98103,47.65,-122.34,Washington
05/12/2014,585188.0,3.0,2,2230.0,4791.0,1975.0,98052,47.6647,-122.153,Washington
18/08/2014,305000.0,3.0,1,1650.0,4791.0,1977.0,98034,47.726,-122.191,Washington
05/11/2014,166950.0,3.0,1,1190.0,4791.0,1959.0,98058,47.4616,-122.184,Washington
12/09/2014,799000.0,3.0,2,2140.0,4791.0,1959.0,98040,47.5505,-122.219,Washington
25/06/2014,400000.0,3.0,2,2180.0,4791.0,1962.0,98133,47.7606,-122.336,Washington
01/12/2014,230000.0,3.0,1,1060.0,4791.0,1948.0,98155,47.7481,-122.3,Washington
15/05/2014,256883.0,3.0,2,1690.0,4791.0,2003.0,98023,47.2779,-122.347,Washington
11/11/2014,423000.0,4.0,2,1970.0,4791.0,1920.0,98108,47.5511,-122.312,Washington
23/07/2014,465000.0,3.0,2,2150.0,4791.0,2007.0,98126,47.5488,-122.372,Washington
13/01/2015,440000.0,3.0,2,1910.0,4791.0,1997.0,98024,47.5385,-121.911,Washington
14/10/2014,385000.0,3.0,1,1350.0,4791.0,1969.0,98038,47.4058,-121.994,Washington
11/03/2015,210000.0,3.0,1,860.0,4791.0,1943.0,98056,47.5093,-122.184,Washington
12/11/2014,297000.0,3.0,2,1940.0,4791.0,1994.0,98042,47.3777,-122.165,Washington
16/07/2014,470000.0,3.0,1,1010.0,4791.0,1952.0,98107,47.675,-122.394,Washington
04/08/2014,226500.0,3.0,1,1300.0,4791.0,1976.0,98023,47.3025,-122.37,Washington
03/03/2015,274250.0,3.0,1,910.0,4791.0,1962.0,98059,47.4787,-122.158,Washington
04/08/2014,840000.0,4.0,1,2480.0,4791.0,1966.0,98040,47.5378,-122.219,Washington
19/09/2014,677900.0,3.0,2,2440.0,4791.0,2010.0,98052,47.7073,-122.114,Washington
05/02/2015,425000.0,3.0,1,1010.0,4791.0,1915.0,98116,47.5733,-122.381,Washington
23/11/2014,180250.0,2.0,0,900.0,4791.0,1941.0,98166,47.4604,-122.339,Washington
17/07/2014,464000.0,6.0,3,2300.0,4791.0,1920.0,98133,47.7067,-122.343,Washington
22/04/2015,320000.0,4.0,2,1550.0,4791.0,1993.0,98038,47.354,-122.047,Washington
17/07/2014,625504.0,3.0,2,1270.0,4791.0,2014.0,98105,47.6647,-122.284,Washington
15/05/2014,592500.0,4.0,2,2240.0,4791.0,1983.0,98074,47.6143,-122.017,Washington
14/01/2015,465000.0,3.0,2,2714.0,4791.0,2005.0,98001,47.3185,-122.275,Washington
27/05/2014,477000.0,4.0,2,1720.0,4791.0,1978.0,98118,47.5458,-122.268,Washington
15/01/2015,280000.0,2.0,1,850.0,4791.0,1923.0,98168,47.4889,-122.299,Washington
21/02/2015,1510000.0,5.0,3,3300.0,4791.0,1957.0,98040,47.5673,-122.21,Washington
03/07/2014,445838.0,3.0,2,2250.0,4791.0,2000.0,98146,47.5133,-122.379,Washington
28/08/2014,1070000.0,2.0,2,3900.0,4791.0,1947.0,98144,47.5884,-122.291,Washington
23/10/2014,467000.0,2.0,1,1320.0,4791.0,1947.0,98177,47.7145,-122.367,Washington
22/08/2014,686000.0,4.0,2,2760.0,4791.0,1999.0,98075,47.5836,-122.026,Washington
05/06/2014,279950.0,3.0,2,1750.0,4791.0,1961.0,98198,47.398,-122.299,Washington
04/09/2014,527000.0,4.0,2,2330.0,4791.0,1987.0,98011,47.7663,-122.215,Washington
18/09/2014,325000.0,3.0,2,2220.0,4791.0,1966.0,98030,47.3758,-122.217,Washington
03/09/2014,328000.0,3.0,2,2020.0,4791.0,1994.0,98038,47.3828,-122.023,Washington
04/06/2014,390000.0,3.0,2,1250.0,4791.0,1942.0,98146,47.5123,-122.373,Washington
09/03/2015,479950.0,2.0,2,1510.0,4791.0,2005.0,98053,47.7076,-122.013,Washington
29/05/2014,264950.0,4.0,2,1720.0,4791.0,1978.0,98023,47.2922,-122.371,Washington
15/01/2015,235000.0,3.0,1,1430.0,4791.0,1961.0,98031,47.4075,-122.214,Washington
03/03/2015,516500.0,3.0,2,1480.0,4791.0,2004.0,98053,47.6794,-122.034,Washington
13/04/2015,655000.0,2.0,1,1450.0,4791.0,1915.0,98166,47.4497,-122.375,Washington
16/06/2014,500000.0,4.0,2,2280.0,4791.0,1960.0,98059,47.5218,-122.164,Washington
21/11/2014,315000.0,6.0,2,2940.0,4791.0,1978.0,98023,47.3103,-122.339,Washington
20/11/2014,213000.0,2.0,1,1000.0,4791.0,1961.0,98024,47.5687,-121.899,Washington
02/09/2014,475000.0,3.0,1,2480.0,4791.0,1947.0,98108,47.5575,-122.303,Washington
10/06/2014,1030000.0,5.0,4,3760.0,4791.0,1983.0,98033,47.6489,-122.183,Washington
09/04/2015,416000.0,3.0,2,2220.0,4791.0,1976.0,98010,47.3459,-121.95,Washington
20/03/2015,410000.0,4.0,1,1970.0,4791.0,1904.0,98122,47.6136,-122.303,Washington
01/07/2014,800000.0,3.0,3,3830.0,4791.0,1993.0,98077,47.7641,-122.023,Washington
29/05/2014,472000.0,6.0,2,4410.0,4791.0,1965.0,98003,47.3376,-122.324,Washington
08/12/2014,225000.0,3.0,1,1430.0,4791.0,1968.0,98003,47.3173,-122.319,Washington
01/10/2014,210000.0,2.0,1,830.0,4791.0,1940.0,98126,47.5308,-122.376,Washington
27/01/2015,455000.0,2.0,1,1430.0,4791.0,1925.0,98115,47.6727,-122.299,Washington
27/04/2015,225000.0,3.0,1,1300.0,4791.0,1954.0,98002,47.3221,-122.216,Washington
26/08/2014,480000.0,2.0,1,1030.0,4791.0,1918.0,98103,47.6779,-122.353,Washington
12/02/2015,363000.0,3.0,2,2740.0,4791.0,1990.0,98023,47.3076,-122.395,Washington
26/02/2015,181000.0,2.0,1,720.0,4791.0,1954.0,98106,47.5218,-122.357,Washington
14/03/2015,250000.0,4.0,2,2010.0,4791.0,1976.0,98002,47.2785,-122.213,Washington
22/04/2015,481000.0,3.0,1,1560.0,4791.0,1918.0,98103,47.6846,-122.345,Washington
23/09/2014,260000.0,3.0,2,1810.0,4791.0,1978.0,98032,47.3656,-122.278,Washington
13/05/2014,455000.0,4.0,2,3360.0,4791.0,2001.0,98058,47.4369,-122.111,Washington
01/04/2015,415000.0,3.0,2,1510.0,4791.0,1991.0,98045,47.4616,-121.711,Washington
21/04/2015,349500.0,3.0,1,1400.0,4791.0,1953.0,98118,47.5405,-122.27,Washington
29/09/2014,245000.0,3.0,2,1730.0,4791.0,1987.0,98030,47.3507,-122.178,Washington
19/05/2014,592500.0,2.0,2,1420.0,4791.0,1928.0,98115,47.6979,-122.32,Washington
20/10/2014,385000.0,4.0,1,2360.0,4791.0,1955.0,98106,47.5278,-122.345,Washington
11/02/2015,315000.0,3.0,1,1580.0,4791.0,1974.0,98059,47.4756,-122.147,Washington
24/11/2014,255000.0,3.0,1,1230.0,4791.0,1979.0,98045,47.4437,-121.772,Washington
29/08/2014,693000.0,4.0,2,2460.0,4791.0,2006.0,98052,47.7048,-122.109,Washington
02/12/2014,780000.0,3.0,1,1660.0,4791.0,1911.0,98112,47.6362,-122.302,Washington
24/10/2014,237000.0,3.0,1,1270.0,4791.0,1960.0,98198,47.4207,-122.29,Washington
16/12/2014,525000.0,3.0,2,2100.0,4791.0,1979.0,98074,47.6154,-122.047,Washington
28/04/2015,425000.0,2.0,1,770.0,4791.0,1930.0,98144,47.5964,-122.299,Washington
27/10/2014,369900.0,1.0,0,760.0,4791.0,1936.0,98070,47.4683,-122.438,Washington
19/05/2014,290000.0,4.0,2,1700.0,4791.0,1988.0,98031,47.4045,-122.171,Washington
29/09/2014,285000.0,3.0,1,1120.0,4791.0,1954.0,98106,47.5544,-122.358,Washington
14/08/2014,415000.0,2.0,1,1070.0,4791.0,1937.0,98115,47.6802,-122.29,Washington
09/04/2015,272500.0,3.0,2,2070.0,4791.0,1979.0,98023,47.2988,-122.371,Washington
01/05/2015,436000.0,2.0,1,1040.0,4791.0,1939.0,98133,47.7107,-122.352,Washington
17/10/2014,210000.0,3.0,1,1700.0,4791.0,1967.0,98003,47.3271,-122.323,Washington
25/09/2014,236000.0,3.0,1,1300.0,4791.0,1961.0,98178,47.5053,-122.255,Washington
24/11/2014,331000.0,3.0,1,1080.0,4791.0,1954.0,98199,47.6601,-122.4,Washington
20/03/2015,365000.0,3.0,2,2653.0,4791.0,2006.0,98031,47.4145,-122.166,Washington
27/01/2015,450000.0,3.0,2,2290.0,4791.0,1960.0,98058,47.4672,-122.165,Washington
13/11/2014,770000.0,4.0,2,3820.0,4791.0,2014.0,98028,47.7618,-122.261,Washington
05/05/2015,455000.0,4.0,2,2210.0,4791.0,1997.0,98038,47.3828,-122.071,Washington
05/05/2015,405000.0,3.0,1,2390.0,4791.0,1908.0,98118,47.5362,-122.268,Washington
03/07/2014,304900.0,4.0,1,2600.0,4791.0,1969.0,98031,47.3954,-122.206,Washington
27/02/2015,170000.0,2.0,1,860.0,4791.0,1931.0,98178,47.5048,-122.272,Washington
30/06/2014,780000.0,4.0,2,3500.0,4791.0,2005.0,98053,47.6811,-122.025,Washington
10/04/2015,330000.0,3.0,3,2420.0,4791.0,1988.0,98028,47.7486,-122.23,Washington
